tab,row,sector,name,column,standard_value,country_value,matched,usability,usabililty_justification,approximate_match,best_match,token_match,label_match,issue,list_name,country
choices,271,,no_no_need,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking,BFA
choices,272,,dnk,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking,BFA
choices,273,,pnta,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking,BFA
choices,275,,lack_materials,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking_issue,BFA
choices,276,,lack_access_facilities,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking_issue,BFA
choices,277,,unsafe,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking_issue,BFA
choices,278,,inadequate_space,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking_issue,BFA
choices,279,,lack_space,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking_issue,BFA
choices,280,,lack_fuel,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking_issue,BFA
choices,281,,other,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking_issue,BFA
choices,282,,pnta,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_cooking_issue,BFA
choices,284,,yes_no_issues,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds,BFA
choices,285,,yes_issues,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds,BFA
choices,286,,no_cannot,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds,BFA
choices,287,,dnk,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds,BFA
choices,288,,pnta,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds,BFA
choices,290,,lack_materials,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_sleeping_issue,BFA
choices,291,,lack_space,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_sleeping_issue,BFA
choices,292,,unsafe_space,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_sleeping_issue,BFA
choices,293,,inadequate_space,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_sleeping_issue,BFA
choices,294,,other,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_sleeping_issue,BFA
choices,295,,pnta,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_sleeping_issue,BFA
choices,297,,lack_containers_water,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_storing_issue,BFA
choices,298,,lack_containers_food,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_storing_issue,BFA
choices,299,,lack_space_water,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_storing_issue,BFA
choices,300,,lack_space_food,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_storing_issue,BFA
choices,301,,cannot_store_safely,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_storing_issue,BFA
choices,302,,other,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_storing_issue,BFA
choices,303,,pnta,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_storing_issue,BFA
choices,305,,lack_materials,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_personal_hygiene_issue,BFA
choices,306,,lack_space,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_personal_hygiene_issue,BFA
choices,307,,inadequate_space,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_personal_hygiene_issue,BFA
choices,308,,unsafe_space,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_personal_hygiene_issue,BFA
choices,309,,no_facility,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_personal_hygiene_issue,BFA
choices,310,,other,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_personal_hygiene_issue,BFA
choices,311,,pnta,,,,not matched,,,,,,,Missing in country choices,l_snfi_fds_personal_hygiene_issue,BFA
choices,313,,piped_dwelling,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,314,,piped_compound,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,315,,piped_neighbour,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,316,,tap,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,317,,borehole,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,318,,protected_well,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,319,,unprotected_well,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,320,,well_spring,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,321,,unprotected_spring,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,322,,rainwater_collection,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,323,,tank_truck,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,324,,cart_tank,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,325,,kiosk,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,326,,bottled_water,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,327,,sachet_water,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,328,,surface_water,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,329,,other,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,330,,dnk,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,331,,pnta,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_source,BFA
choices,333,,water_on_premises,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_yn,BFA
choices,334,,number_minutes,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_yn,BFA
choices,335,,dnk,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_yn,BFA
choices,336,,pnta,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_yn,BFA
choices,338,,under30min,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_sl,BFA
choices,339,,30min_1hr,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_sl,BFA
choices,340,,more_than_1hr,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_sl,BFA
choices,341,,dnk,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_sl,BFA
choices,342,,pnta,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_time_sl,BFA
choices,344,,never,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_quantity,BFA
choices,345,,rarely,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_quantity,BFA
choices,346,,sometimes,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_quantity,BFA
choices,347,,often,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_quantity,BFA
choices,348,,always,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_quantity,BFA
choices,349,,dnk,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_quantity,BFA
choices,350,,pnta,,,,not matched,,,,,,,Missing in country choices,l_wash_drinking_water_quantity,BFA
choices,352,,flush_piped_sewer,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,353,,flush_septic_tank,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,354,,flush_pit_latrine,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,355,,flush_open_drain,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,356,,flush_elsewhere,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,357,,flush_dnk_where,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,358,,pit_latrine_slab,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,359,,pit_latrine_wo_slab,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,360,,compost,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,361,,plastic_bag,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,362,,bucket,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,363,,hanging_toilet,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,364,,none,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,365,,other,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,366,,dnk,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,367,,pnta,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,368,,ventilated_pit_latrine_slab,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,369,,twin_pit_latrine_slab,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,370,,container,,,,not matched,,,,,,,Missing in country choices,l_wash_sanitation_facility,BFA
choices,372,,available,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility,BFA
choices,373,,none,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility,BFA
choices,374,,no_permission,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility,BFA
choices,375,,other,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility,BFA
choices,377,,water_available,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_observed_water,BFA
choices,378,,water_not_available,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_observed_water,BFA
choices,380,,soap_available,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_observed_soap,BFA
choices,381,,soap_not_available,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_observed_soap,BFA
choices,382,,alternative_available,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_observed_soap,BFA
choices,384,,fixed_dwelling,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_reported,BFA
choices,385,,fixed_yard,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_reported,BFA
choices,386,,mobile,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_reported,BFA
choices,387,,none,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_reported,BFA
choices,388,,other,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_reported,BFA
choices,389,,dnk,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_reported,BFA
choices,390,,pnta,,,,not matched,,,,,,,Missing in country choices,l_wash_handwashing_facility_reported,BFA
choices,392,,yes_soap_shown,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_observed,BFA
choices,393,,yes_soap_not_shown,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_observed,BFA
choices,394,,no,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_observed,BFA
choices,395,,dnk,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_observed,BFA
choices,396,,pnta,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_observed,BFA
choices,398,,soap,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_type,BFA
choices,399,,detergent,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_type,BFA
choices,400,,ash_mud_sand,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_type,BFA
choices,401,,other,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_type,BFA
choices,402,,dnk,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_type,BFA
choices,403,,pnta,,,,not matched,,,,,,,Missing in country choices,l_wash_soap_type,BFA
choices,405,,preventative_consultation,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,406,,consultation_acute,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,407,,consultation_chronic,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,408,,trauma,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,409,,elective_surgery,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,410,,emergency_surgery,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,411,,natal_services,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,412,,safe_delivery,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,413,,other_specialized_services,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,414,,other,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,415,,dnk,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,416,,pnta,,,,not matched,,,,,,,Missing in country choices,l_health_ind_healthcare_needed_type,BFA
choices,418,,never,,,,not matched,,,,,,,Missing in country choices,l_prot_perceived_risk,BFA
choices,419,,once_or_twice,,,,not matched,,,,,,,Missing in country choices,l_prot_perceived_risk,BFA
choices,420,,several_times,,,,not matched,,,,,,,Missing in country choices,l_prot_perceived_risk,BFA
choices,421,,always,,,,not matched,,,,,,,Missing in country choices,l_prot_perceived_risk,BFA
choices,422,,dnk,,,,not matched,,,,,,,Missing in country choices,l_prot_perceived_risk,BFA
choices,423,,pnta,,,,not matched,,,,,,,Missing in country choices,l_prot_perceived_risk,BFA
choices,425,,electricity,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,426,,solar_flashlight,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,427,,rechargeable_flashlight,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,428,,battery_flashlight,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,429,,biogas,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,430,,gasoline,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,431,,candle,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,432,,open_fire,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,433,,none,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,434,,other,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,435,,dnk,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,436,,pnta,,,,not matched,,,,,,,Missing in country choices,l_energy_lighting_source,BFA
choices,438,,ownership,,,,not matched,,,,,,,Missing in country choices,l_hlp_occupancy,BFA
choices,439,,rented,,,,not matched,,,,,,,Missing in country choices,l_hlp_occupancy,BFA
choices,440,,hosted_free,,,,not matched,,,,,,,Missing in country choices,l_hlp_occupancy,BFA
choices,441,,no_agreement,,,,not matched,,,,,,,Missing in country choices,l_hlp_occupancy,BFA
choices,442,,other,,,,not matched,,,,,,,Missing in country choices,l_hlp_occupancy,BFA
choices,443,,dnk,,,,not matched,,,,,,,Missing in country choices,l_hlp_occupancy,BFA
choices,444,,pnta,,,,not matched,,,,,,,Missing in country choices,l_hlp_occupancy,BFA
choices,446,,left_married,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,447,,left_employment,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,448,,left_study,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,449,,left_armed_groups,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,450,,stayed_in_origin,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,451,,separated_displacement,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,452,,kidnapped,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,453,,missing,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,454,,detained,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,455,,other,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,456,,dnk,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
choices,457,,pnta,,,,not matched,,,,,,,Missing in country choices,l_prot_child_sep_reason,BFA
survey,2,,audit,name,audit,audit,matched,,,,,,,,,CAR
survey,2,,audit,type,audit,audit,matched,,,,,,,,,CAR
survey,2,,audit,calculation,,,matched,,,,,,,,,CAR
survey,2,,audit,relevant,,,matched,,,,,,,,,CAR
survey,2,,audit,constraint,,,matched,,,,,,,,,CAR
survey,3,,start,name,start,start,matched,,,,,,,,,CAR
survey,3,,start,type,start,start,matched,,,,,,,,,CAR
survey,3,,start,calculation,,,matched,,,,,,,,,CAR
survey,3,,start,relevant,,,matched,,,,,,,,,CAR
survey,3,,start,constraint,,,matched,,,,,,,,,CAR
survey,4,,end,name,end,end,matched,,,,,,,,,CAR
survey,4,,end,type,end,end,matched,,,,,,,,,CAR
survey,4,,end,calculation,,,matched,,,,,,,,,CAR
survey,4,,end,relevant,,,matched,,,,,,,,,CAR
survey,4,,end,constraint,,,matched,,,,,,,,,CAR
survey,5,,today,name,today,today,matched,,,,,,,,,CAR
survey,5,,today,type,today,today,matched,,,,,,,,,CAR
survey,5,,today,calculation,,,matched,,,,,,,,,CAR
survey,5,,today,relevant,,,matched,,,,,,,,,CAR
survey,5,,today,constraint,,,matched,,,,,,,,,CAR
survey,6,,deviceid,name,deviceid,deviceid,matched,,,,,,,,,CAR
survey,6,,deviceid,type,deviceid,deviceid,matched,,,,,,,,,CAR
survey,6,,deviceid,calculation,,,matched,,,,,,,,,CAR
survey,6,,deviceid,relevant,,,matched,,,,,,,,,CAR
survey,6,,deviceid,constraint,,,matched,,,,,,,,,CAR
survey,7,,instance_name,name,instance_name,instance_name,matched,,,,,,,,,CAR
survey,7,,instance_name,type,calculate,calculate,matched,,,,,,,,,CAR
survey,7,,instance_name,calculation,uuid(),uuid(),matched,,,,,,,,,CAR
survey,7,,instance_name,relevant,,,matched,,,,,,,,,CAR
survey,7,,instance_name,constraint,,,matched,,,,,,,,,CAR
survey,9,,survey_modality,name,survey_modality,survey_modality,matched,,,,,,,,,CAR
survey,9,,survey_modality,type,select_one l_survey_modality,select_one l_survey_modality,matched,,,,,,,,,CAR
survey,9,,survey_modality,calculation,,,matched,,,,,,,,,CAR
survey,9,,survey_modality,relevant,,,matched,,,,,,,,,CAR
survey,9,,survey_modality,constraint,,,matched,,,,,,,,,CAR
survey,10,,enum_id,name,enum_id,enum_id,matched,,,,,,,,,CAR
survey,10,,enum_id,type,select_one l_enum_id,integer,not matched,,,select_one l_gender,,,,,,CAR
survey,10,,enum_id,calculation,,,matched,,,,,,,,,CAR
survey,10,,enum_id,relevant,,,matched,,,,,,,,,CAR
survey,10,,enum_id,constraint,,,matched,,,,,,,,,CAR
survey,11,,enum_gender,name,enum_gender,enum_gender,matched,,,,,,,,,CAR
survey,11,,enum_gender,type,select_one l_gender,select_one l_gender,matched,,,,,,,,,CAR
survey,11,,enum_gender,calculation,,,matched,,,,,,,,,CAR
survey,11,,enum_gender,relevant,,,matched,,,,,,,,,CAR
survey,11,,enum_gender,constraint,,,matched,,,,,,,,,CAR
survey,12,,enum_age,name,enum_age,enum_age,matched,,,,,,,,,CAR
survey,12,,enum_age,type,integer,integer,matched,,,,,,,,,CAR
survey,12,,enum_age,calculation,,,matched,,,,,,,,,CAR
survey,12,,enum_age,relevant,,,matched,,,,,,,,,CAR
survey,12,,enum_age,constraint,. >= 18 and . <= 120,. >= 18 and . <= 120,matched,,,,,,,,,CAR
survey,13,,admin1,name,admin1,admin1,matched,,,,,,,,,CAR
survey,13,,admin1,type,select_one l_admin1,select_one l_admin1,matched,,,,,,,,,CAR
survey,13,,admin1,calculation,,,matched,,,,,,,,,CAR
survey,13,,admin1,relevant,,,matched,,,,,,,,,CAR
survey,13,,admin1,constraint,,,matched,,,,,,,,,CAR
survey,14,,admin2,name,admin2,admin2,matched,,,,,,,,,CAR
survey,14,,admin2,type,select_one l_admin2,select_one l_admin2,matched,,,,,,,,,CAR
survey,14,,admin2,calculation,,,matched,,,,,,,,,CAR
survey,14,,admin2,relevant,,,matched,,,,,,,,,CAR
survey,14,,admin2,constraint,,,matched,,,,,,,,,CAR
survey,15,,admin3,name,admin3,admin3,matched,,,,,,,,,CAR
survey,15,,admin3,type,select_one l_admin3,select_one l_admin3,matched,,,,,,,,,CAR
survey,15,,admin3,calculation,,,matched,,,,,,,,,CAR
survey,15,,admin3,relevant,,,matched,,,,,,,,,CAR
survey,15,,admin3,constraint,,,matched,,,,,,,,,CAR
survey,16,,admin4,,,,not matched,,,,,,,Missing in country survey,,CAR
survey,17,,cluster_id,,,,not matched,,,,,,,Missing in country survey,,CAR
survey,18,,consent,name,consent,consent,matched,,,,,,,,,CAR
survey,18,,consent,type,select_one l_yn,select_one l_yn,matched,,,,,,,,,CAR
survey,18,,consent,calculation,,,matched,,,,,,,,,CAR
survey,18,,consent,relevant,,,matched,,,,,,,,,CAR
survey,18,,consent,constraint,,,matched,,,,,,,,,CAR
survey,19,,consent_no_note,name,consent_no_note,consent_no_note,matched,,,,,,,,,CAR
survey,19,,consent_no_note,type,note,note,matched,,,,,,,,,CAR
survey,19,,consent_no_note,calculation,,,matched,,,,,,,,,CAR
survey,19,,consent_no_note,relevant,"selected(${consent},'no')","selected(${consent},'no')",matched,,,,,,,,,CAR
survey,19,,consent_no_note,constraint,,,matched,,,,,,,,,CAR
survey,20,,intro_hh,name,intro_hh,intro_hh,matched,,,,,,,,,CAR
survey,20,,intro_hh,type,note,note,matched,,,,,,,,,CAR
survey,20,,intro_hh,calculation,,,matched,,,,,,,,,CAR
survey,20,,intro_hh,relevant,"selected(${consent},'yes')","selected(${consent},'yes')",matched,,,,,,,,,CAR
survey,20,,intro_hh,constraint,,,matched,,,,,,,,,CAR
survey,24,,resp_gender,name,resp_gender,resp_gender,matched,,,,,,,,,CAR
survey,24,,resp_gender,type,select_one l_gender,select_one l_gender,matched,,,,,,,,,CAR
survey,24,,resp_gender,calculation,,,matched,,,,,,,,,CAR
survey,24,,resp_gender,relevant,,,matched,,,,,,,,,CAR
survey,24,,resp_gender,constraint,,,matched,,,,,,,,,CAR
survey,25,,resp_age,name,resp_age,resp_age,matched,,,,,,,,,CAR
survey,25,,resp_age,type,integer,integer,matched,,,,,,,,,CAR
survey,25,,resp_age,calculation,,,matched,,,,,,,,,CAR
survey,25,,resp_age,relevant,,,matched,,,,,,,,,CAR
survey,25,,resp_age,constraint,.>= 18 and .<= 120,.>= 18 and .<= 120,matched,,,,,,,,,CAR
survey,26,,resp_hoh_yn,name,resp_hoh_yn,resp_hoh_yn,matched,,,,,,,,,CAR
survey,26,,resp_hoh_yn,type,select_one l_yn,select_one l_yn,matched,,,,,,,,,CAR
survey,26,,resp_hoh_yn,calculation,,,matched,,,,,,,,,CAR
survey,26,,resp_hoh_yn,relevant,,,matched,,,,,,,,,CAR
survey,26,,resp_hoh_yn,constraint,,,matched,,,,,,,,,CAR
survey,27,,hoh_gender,name,hoh_gender,hoh_gender,matched,,,,,,,,,CAR
survey,27,,hoh_gender,type,select_one l_gender,select_one l_gender,matched,,,,,,,,,CAR
survey,27,,hoh_gender,calculation,,,matched,,,,,,,,,CAR
survey,27,,hoh_gender,relevant,"selected(${resp_hoh_yn},'no')","selected(${resp_hoh_yn},'no')",matched,,,,,,,,,CAR
survey,27,,hoh_gender,constraint,,,matched,,,,,,,,,CAR
survey,28,,hoh_age,name,hoh_age,hoh_age,matched,,,,,,,,,CAR
survey,28,,hoh_age,type,integer,integer,matched,,,,,,,,,CAR
survey,28,,hoh_age,calculation,,,matched,,,,,,,,,CAR
survey,28,,hoh_age,relevant,"selected(${resp_hoh_yn},'no')","selected(${resp_hoh_yn},'no')",matched,,,,,,,,,CAR
survey,28,,hoh_age,constraint,.>= 10 and .<= 120,.>= 10 and .<= 120,matched,,,,,,,,,CAR
survey,29,,setting,name,setting,setting,matched,,,,,,,,,CAR
survey,29,,setting,type,select_one l_setting,select_one l_setting,matched,,,,,,,,,CAR
survey,29,,setting,calculation,,,matched,,,,,,,,,CAR
survey,29,,setting,relevant,,,matched,,,,,,,,,CAR
survey,29,,setting,constraint,,,matched,,,,,,,,,CAR
survey,30,,hh_size,name,hh_size,hh_size,matched,,,,,,,,,CAR
survey,30,,hh_size,type,integer,integer,matched,,,,,,,,,CAR
survey,30,,hh_size,calculation,,,matched,,,,,,,,,CAR
survey,30,,hh_size,relevant,,,matched,,,,,,,,,CAR
survey,30,,hh_size,constraint,"if(${resp_hoh_yn}='no', . >= 2 and . <= 30, . >= 1 and . <= 30)","if(${resp_hoh_yn}='no', . >= 2 and . <= 30, . >= 1 and . <= 30)",matched,,,,,,,,,CAR
survey,31,,repeat_intro_hh,name,repeat_intro_hh,repeat_intro_hh,matched,,,,,,,,,CAR
survey,31,,repeat_intro_hh,type,note,note,matched,,,,,,,,,CAR
survey,31,,repeat_intro_hh,calculation,,,matched,,,,,,,,,CAR
survey,31,,repeat_intro_hh,relevant,,,matched,,,,,,,,,CAR
survey,31,,repeat_intro_hh,constraint,,,matched,,,,,,,,,CAR
survey,33,,parent_instance_name,name,parent_instance_name,parent_instance_name,matched,,,,,,,,,CAR
survey,33,,parent_instance_name,type,calculate,calculate,matched,,,,,,,,,CAR
survey,33,,parent_instance_name,calculation,${instance_name},${instance_name},matched,,,,,,,,,CAR
survey,33,,parent_instance_name,relevant,,,matched,,,,,,,,,CAR
survey,33,,parent_instance_name,constraint,,,matched,,,,,,,,,CAR
survey,34,,person_id,name,person_id,person_id,matched,,,,,,,,,CAR
survey,34,,person_id,type,calculate,calculate,matched,,,,,,,,,CAR
survey,34,,person_id,calculation,uuid(),uuid(),matched,,,,,,,,,CAR
survey,34,,person_id,relevant,,,matched,,,,,,,,,CAR
survey,34,,person_id,constraint,,,matched,,,,,,,,,CAR
survey,35,,ind_pos,name,ind_pos,ind_pos,matched,,,,,,,,,CAR
survey,35,,ind_pos,type,calculate,calculate,matched,,,,,,,,,CAR
survey,35,,ind_pos,calculation,position(..),position(..),matched,,,,,,,,,CAR
survey,35,,ind_pos,relevant,,,matched,,,,,,,,,CAR
survey,35,,ind_pos,constraint,,,matched,,,,,,,,,CAR
survey,36,,note_resp,name,note_resp,note_resp,matched,,,,,,,,,CAR
survey,36,,note_resp,type,note,note,matched,,,,,,,,,CAR
survey,36,,note_resp,calculation,,,matched,,,,,,,,,CAR
survey,36,,note_resp,relevant,${ind_pos}=1,${ind_pos}=1,matched,,,,,,,,,CAR
survey,36,,note_resp,constraint,,,matched,,,,,,,,,CAR
survey,37,,ind_gender,name,ind_gender,ind_gender,matched,,,,,,,,,CAR
survey,37,,ind_gender,type,select_one l_gender,select_one l_gender,matched,,,,,,,,,CAR
survey,37,,ind_gender,calculation,,,matched,,,,,,,,,CAR
survey,37,,ind_gender,relevant,,,matched,,,,,,,,,CAR
survey,37,,ind_gender,constraint,,,matched,,,,,,,,,CAR
survey,38,,ind_age,name,ind_age,ind_age,matched,,,,,,,,,CAR
survey,38,,ind_age,type,integer,integer,matched,,,,,,,,,CAR
survey,38,,ind_age,calculation,,,matched,,,,,,,,,CAR
survey,38,,ind_age,relevant,,,matched,,,,,,,,,CAR
